,Restaurant Name,Category,Rating,Price,Address,Restaurant Detail Link
665,Soto Asaka,Perak | Indonesia,4.20 /5,Di bawah Rp. 50.000 /orang,"Jl. Perak Timur No. 38, Perak, Surabaya",/restaurants/surabaya/soto-asaka-perak
666,Sari Laut Pak Ji,Genteng | Indonesia,4.10 /5,Di bawah Rp. 50.000 /orang,"Jl. Undaan Wetan No. 41, Genteng, Surabaya",/restaurants/surabaya/sari-laut-pak-ji-genteng
667,Harris Cafe - Harris Hotel & Conventions Bundaran Satelit,"Dukuh Pakis | Indonesia,Barat",4.10 /5,Rp. 100.000 - Rp. 200.000 /orang,"Jl. HR Muhammad No. 2A, Dukuh Pakis, Surabaya",/restaurants/surabaya/harris-cafe-harris-hotel-dan-conventions-bundaran-satelit-dukuh-pakis
668,Higa Asian Eatery,Sukomanunggal | Kafe,4.10 /5,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Raya Kupang Baru No. 27, Sukomanunggal, Surabaya",/restaurants/surabaya/higa-asian-eatery-sukomanunggal
669,Starbucks,Ngagel | Kafe,4.10 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Ngagel Jaya Selatan No. 153, Ngagel, Surabaya",/restaurants/surabaya/starbucks-ngagel
670,Ayam Goreng & Ikan Bakar Bu Cokro,Gubeng | Indonesia,4.10 /5,Di bawah Rp. 50.000 /orang,"Jl. Dharmahusada No. 190, Gubeng, Surabaya",/restaurants/surabaya/ayam-goreng-dan-ikan-bakar-bu-cokro-gubeng
671,Midnight Baker,Wiyung | Toko Roti,4.00 /5,Di bawah Rp. 50.000 /orang,"Jl. Kampus Unesa, Wiyung, Surabaya",/restaurants/surabaya/midnight-baker-wiyung
672,Burgushi - Cleo Hotel Jemursari,Wonocolo | Jepang,4.00 /5,Di bawah Rp. 50.000 /orang,"Jl. Raya Jemursari No. 157, Wonocolo, Surabaya",/restaurants/surabaya/burgushi-cleo-hotel-jemursari-wonocolo
673,Nasi Babat Pak Lurah,Sawahan | Indonesia,4.20 /5,Di bawah Rp. 50.000 /orang,"Jl. Arjuno, Sawahan, Surabaya",/restaurants/surabaya/nasi-babat-pak-lurah-sawahan
674,Bakwan Babi Karunia,Dukuh Pakis | Indonesia,4.20 /5,Di bawah Rp. 50.000 /orang,"Jl. Raya Kupang Indah No. 41, Dukuh Pakis, Surabaya",/restaurants/surabaya/bakwan-babi-karunia-dukuh-pakis
675,A&W,Wonocolo,4.00 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Jend. A. Yani No. 73 , Wonocolo, Surabaya",/restaurants/surabaya/a-dan-w-wonocolo
676,The Rocketman Coffee,Gayungan | Minuman,4.00 /5,Di bawah Rp. 50.000 /orang,"Jl. Ketintang Baru Selatan I Blok A3 No. 3, Gayungan, Surabaya",/restaurants/surabaya/the-rocketman-coffee-gayungan
677,MangGang,Wiyung | Korea,4.20 /5,Di bawah Rp. 50.000 /orang,"Jl. Puncak Indah Lontar No. 2, Wiyung, Surabaya",/restaurants/surabaya/manggang-wiyung
678,La Patisserie - Sheraton Surabaya Hotel & Towers,Tegalsari | Toko Roti dan Kue,4.20 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Embong Malang No. 25 - 31, Tegalsari, Surabaya",/restaurants/surabaya/la-patisserie-sheraton-surabaya-hotel-dan-towers-tegalsari
679,209 Dining - Vasa Hotel,"Dukuh Pakis | Barat,Indonesia",4.20 /5,Di atas Rp. 200.000 /orang,"Jl. HR Muhammad No. 31, Dukuh Pakis, Surabaya",/restaurants/surabaya/209-dining-vasa-hotel-dukuh-pakis
680,Ichiban Sushi,Wonokromo | Jepang,4.20 /5,Di bawah Rp. 50.000 /orang,"Jl. Jend. A. Yani No. 16 - 18, Wonokromo, Surabaya",/restaurants/surabaya/ichiban-sushi-wonokromo-2
681,Sari Laut Cak Aris,Ngagel | Indonesia,4.80 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Ngagel Jaya Selatan No. 15G, Ngagel, Surabaya",/restaurants/surabaya/sari-laut-cak-aris-ngagel
682,Mie Ayam Dasyat,Semolowaru | Indonesia,4.80 /5,Di bawah Rp. 50.000 /orang,"Jl. Nginden Semolo No. 26, Semolowaru, Surabaya",/restaurants/surabaya/mie-ayam-dasyat-semolowaru
683,Loowe,Dukuh Pakis | Indonesia,4.80 /5,Di bawah Rp. 50.000 /orang,"Jl. Villa Bukit Mas, Dukuh Pakis, Surabaya",/restaurants/surabaya/loowe-dukuh-pakis
684,Warung Bu Hj. Sani,Bubutan | Indonesia,4.80 /5,Di bawah Rp. 50.000 /orang,"Jl. Semarang No. 146, Bubutan, Surabaya",/restaurants/surabaya/warung-bu-hj-sani-bubutan
685,Teh Cap Poci,Rungkut | Minuman,4.80 /5,Di bawah Rp. 50.000 /orang,"Jl. Raya Kalirungkut No. 25, Rungkut, Surabaya",/restaurants/surabaya/teh-cap-poci-rungkut-2
686,Warung Bu Sri,Gubeng | Indonesia,4.80 /5,Di bawah Rp. 50.000 /orang,"Jl. Dharmawangsa No. 48A, Gubeng, Surabaya",/restaurants/surabaya/warung-bu-sri-gubeng
687,Nordic Coffee,Ngagel | Kafe,4.80 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Raya Ngagel No. 123, Ngagel, Surabaya",/restaurants/surabaya/nordic-coffee-ngagel
688,Keyko Seafood,Tegalsari | Indonesia,4.80 /5,Di bawah Rp. 50.000 /orang,"Jl. Kombes Pol. M. Duryat No. 33, Tegalsari, Surabaya",/restaurants/surabaya/keyko-seafood-tegalsari
689,Jian Kang,Wiyung | Dessert,4.80 /5,Di bawah Rp. 50.000 /orang,"Jl. Kampus Unesa, Wiyung, Surabaya",/restaurants/surabaya/jian-kang-wiyung-2
690,A&W,Semolowaru,4.10 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Nginden Semolo No. 98, Semolowaru, Surabaya",/restaurants/surabaya/a-dan-w-semolowaru
691,KFC,Tegalsari,4.10 /5,Di bawah Rp. 50.000 /orang,"Jl. Basuki Rahmat No. 8 - 12, Tegalsari, Surabaya",/restaurants/surabaya/kfc-tegalsari-1
692,Be Pasta,Genteng | Italia,4.10 /5,Di bawah Rp. 50.000 /orang,"Jl. BKR Pelajar No. 34, Genteng, Surabaya",/restaurants/surabaya/be-pasta-genteng
693,Mie Ayam Lada Hitam,Tegalsari | Indonesia,4.10 /5,Di bawah Rp. 50.000 /orang,"Jl. Lusi No. 7, Tegalsari, Surabaya",/restaurants/surabaya/mie-ayam-lada-hitam-tegalsari
694,Cipork,Mulyorejo | China,4.10 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Raya Mulyosari No. 200, Mulyorejo, Surabaya",/restaurants/surabaya/cipork-mulyorejo
695,Mie Pitik Bang Azzat,Dukuh Pakis | Indonesia,4.10 /5,Di bawah Rp. 50.000 /orang,"Jl. Mayjend Yono Soewoyo No. 40, Dukuh Pakis, Surabaya",/restaurants/surabaya/mie-pitik-bang-azzat-dukuh-pakis
696,Gloria Noodle House,Wiyung | Indonesia,4.10 /5,Di bawah Rp. 50.000 /orang,"Jl. Puncak Indah Lontar No. 2, Wiyung, Surabaya",/restaurants/surabaya/gloria-noodle-house-wiyung
697,Gerai Ayam Bakar Taliwang (Sasak Tulen),Rungkut | Indonesia,4.10 /5,Di bawah Rp. 50.000 /orang,"Jl. Rungkut Mejoyo Utara Blok AJ No. 1, Rungkut, Surabaya",/restaurants/surabaya/gerai-ayam-bakar-taliwang-sasak-tulen-rungkut
698,Pangsit Mie Ayam Jakarta Pak Ndut,Tambaksari | Indonesia,4.10 /5,Di bawah Rp. 50.000 /orang,"Jl. Ploso Baru, Tambaksari, Surabaya",/restaurants/surabaya/pangsit-mie-ayam-jakarta-pak-ndut-tambaksari
699,Teras Mertua,Dukuh Pakis | Indonesia,4.10 /5,Di bawah Rp. 50.000 /orang,"Jl. Mayjend Yono Soewoyo, Dukuh Pakis, Surabaya",/restaurants/surabaya/teras-mertua-dukuh-pakis
700,Reddog,Tegalsari | Korea,4.10 /5,Di bawah Rp. 50.000 /orang,"Jl. Basuki Rahmat No. 8 - 12, Tegalsari, Surabaya",/restaurants/surabaya/reddog-tegalsari
701,The Cakery - Java Paragon Hotel,Dukuh Pakis | Toko Kue,4.20 /5,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Mayjen Sungkono No. 101 - 103, Dukuh Pakis, Surabaya",/restaurants/surabaya/the-cakery-java-paragon-hotel-dukuh-pakis
702,Frangipani,Tenggilis Mejoyo | Indonesia,4.20 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Raya Kendangsari No. 89, Tenggilis Mejoyo, Surabaya",/restaurants/surabaya/frangipani-tenggilis-mejoyo-2
703,Maobun,Gubeng | Toko Roti,4.20 /5,Di bawah Rp. 50.000 /orang,"Jl. Sumatera No. 31B, Gubeng, Surabaya",/restaurants/surabaya/maobun-gubeng
704,Signora Pasta,Dukuh Pakis | Italia,4.10 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Raya Kupang Indah No. 51A, Dukuh Pakis, Surabaya",/restaurants/surabaya/signora-pasta-dukuh-pakis
705,Pangsit Mie & Bakwan Ngagel,Ngagel | Indonesia,4.20 /5,Di bawah Rp. 50.000 /orang,"Jl. Ngagel Jaya Selatan No. 147, Ngagel, Surabaya",/restaurants/surabaya/pangsit-mie-dan-bakwan-ngagel-ngagel
706,Saigon Delight,Dukuh Pakis | Vietnam,4.10 /5,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Mayjend Sungkono No. 87, Dukuh Pakis, Surabaya",/restaurants/surabaya/saigon-delight-dukuh-pakis
707,Ivy Donuts,Gayungan | Donat,4.20 /5,Di bawah Rp. 50.000 /orang,"Jl. Jend. A. Yani No. 288, Gayungan, Surabaya",/restaurants/surabaya/ivy-donuts-gayungan
708,Padang Legenda,Wonokromo | Indonesia,4.20 /5,Di bawah Rp. 50.000 /orang,"Jl. Kutai No. 53, Wonokromo, Surabaya",/restaurants/surabaya/padang-legenda-wonokromo
709,Chi Fry,Dukuh Pakis | Snack,4.10 /5,Di bawah Rp. 50.000 /orang,"Jl. Mayjend Yono Soewoyo, Dukuh Pakis, Surabaya",/restaurants/surabaya/chi-fry-dukuh-pakis
710,Es Teler Cak No,Krembangan,4.10 /5,Di bawah Rp. 50.000 /orang,"Jl. Kepanjen No. 1 (Depan SMPN 02), Krembangan, Surabaya",/restaurants/surabaya/es-teler-cak-no-krembangan
711,3M Makassar,Genteng | Indonesia,4.10 /5,Di bawah Rp. 50.000 /orang,"Jl. Panglima Sudirman No. 41, Genteng, Surabaya",/restaurants/surabaya/3m-makassar-genteng
712,Depot Icha,Sukolilo | Indonesia,4.10 /5,Di bawah Rp. 50.000 /orang,"Jl. Arief Rahman Hakim, Sukolilo, Surabaya",/restaurants/surabaya/depot-icha-sukolilo
713,Cossa Coffee,Mulyorejo | Kafe,4.80 /5,Di bawah Rp. 50.000 /orang,"Jl. Kalisari Permai I, Mulyorejo, Surabaya",/restaurants/surabaya/cossa-coffee-mulyorejo
714,Yong Luck Club,Sambikerep | China,4.80 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Taman Puspa Raya, Sambikerep, Surabaya",/restaurants/surabaya/yong-luck-club-sambikerep
715,Second Cuts,Ngagel | Barat,4.80 /5,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Ngagel Jaya Selatan No. 127, Ngagel, Surabaya",/restaurants/surabaya/second-cuts-ngagel
716,Kedai 27,Genteng | Kafe,4.80 /5,Di bawah Rp. 50.000 /orang,"Jl. Slamet No. 15, Genteng, Surabaya",/restaurants/surabaya/kedai-27-genteng-2
717,Nasi Bakar Wakul Suroboyo,Wonokromo | Indonesia,4.80 /5,Di bawah Rp. 50.000 /orang,"Jl. Indragiri No. 3, Wonokromo, Surabaya",/restaurants/surabaya/nasi-bakar-wakul-suroboyo-wonokromo
718,Seventeen Skyview Resto & Lounge - Harris Hotel & Conventions,Gubeng | Barat,4.80 /5,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Bangka No. 8 - 18, Gubeng, Surabaya",/restaurants/surabaya/seventeen-skyview-resto-dan-lounge-harris-hotel-dan-conventions-gubeng
719,Warung Dulang 88,Gayungan | Indonesia,4.10 /5,Di bawah Rp. 50.000 /orang,"Jl. Ketintang Baru XIV No. 1, Gayungan, Surabaya",/restaurants/surabaya/warung-dulang-88-gayungan
720,Locaahands,Gubeng | Kafe,4.10 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Jawa No. 6, Gubeng, Surabaya",/restaurants/surabaya/locaahands-gubeng
721,Lacuna,Gubeng | Kafe,4.10 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Sumatera No. 76, Gubeng, Surabaya",/restaurants/surabaya/lacuna-gubeng
722,Depot Bu Mus,Tambaksari | Indonesia,4.10 /5,Di bawah Rp. 50.000 /orang,"Jl. Pacar Keling No. 11A, Tambaksari, Surabaya",/restaurants/surabaya/depot-bu-mus-tambaksari
723,Open Oven Bistro - MaxOne Hotel,Sawahan | Kafe,4.10 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Tidar No. 5, Sawahan, Surabaya",/restaurants/surabaya/open-oven-bistro-maxone-hotel-sawahan
724,Naskun Ambon Poka,Tenggilis Mejoyo | Indonesia,4.20 /5,Di bawah Rp. 50.000 /orang,"Jl. Tenggilis Mejoyo AI Blok G No. 10, Tenggilis Mejoyo, Surabaya",/restaurants/surabaya/naskun-ambon-poka-tenggilis-mejoyo
725,Latarombo Riverside Cafe,Jambangan | Kafe,4.10 /5,Di bawah Rp. 50.000 /orang,"Jl. Ketintang Barat No. 3A, Jambangan, Surabaya",/restaurants/surabaya/latarombo-riverside-cafe-jambangan
726,Kaopinta,Sukolilo | Minuman,4.20 /5,Di bawah Rp. 50.000 /orang,"Jl. Manyar Kartika VII No. 9, Sukolilo, Surabaya",/restaurants/surabaya/kaopinta-sukolilo
727,KOI The,Wiyung | Kafe,4.10 /5,Di bawah Rp. 50.000 /orang,"Jl. Puncak Indah Lontar No. 2, Wiyung, Surabaya",/restaurants/surabaya/koi-the-wiyung-2
728,Soto Abas,Wonocolo | Indonesia,4.00 /5,Di bawah Rp. 50.000 /orang,"Jl. Siwalankerto No. 7, Wonocolo, Surabaya",/restaurants/surabaya/soto-abas-wonocolo
729,Soto Madura Sakera,Tambaksari | Indonesia,4.00 /5,Di bawah Rp. 50.000 /orang,"Jl. Ploso Bogen No. 42, Tambaksari, Surabaya",/restaurants/surabaya/soto-madura-sakera-tambaksari
730,Depot Murah,Wonocolo | China,4.00 /5,Di bawah Rp. 50.000 /orang,"Jl. Raya Jemursari No. 5A, Wonocolo, Surabaya",/restaurants/surabaya/depot-murah-wonocolo
731,Ventea,Tandes | Minuman,4.20 /5,Di bawah Rp. 50.000 /orang,"Jl. Grand Banjar Boulevard, Tandes, Surabaya",/restaurants/surabaya/ventea-tandes
732,Warkop Aweng,Sambikerep | Kafe,4.20 /5,Di bawah Rp. 50.000 /orang,"Jl. Puri Widya Kencana Blok K1 No. 26, Sambikerep, Surabaya",/restaurants/surabaya/warkop-aweng-sambikerep
733,Fat Bobba,Dukuh Pakis | Bubble Tea,4.20 /5,Di bawah Rp. 50.000 /orang,"Jl. Abdul Wahab Siamin, Dukuh Pakis, Surabaya",/restaurants/surabaya/fat-bobba-dukuh-pakis
734,Rawon Nguling,Wonokromo | Indonesia,4.20 /5,Di bawah Rp. 50.000 /orang,"Jl. Kutai No. 34, Wonokromo, Surabaya",/restaurants/surabaya/rawon-nguling-wonokromo
735,Suteki Sushi,Mulyorejo | Jepang,4.00 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Dharmahusada Indah Timur No. 35 - 37, Mulyorejo, Surabaya",/restaurants/surabaya/suteki-sushi-mulyorejo
736,Spesial Belut Surabaya H. Poer,Sawahan | Indonesia,4.00 /5,Di bawah Rp. 50.000 /orang,"Jl. Banyu Urip No. 139, Sawahan, Surabaya",/restaurants/surabaya/spesial-belut-surabaya-h-poer-sawahan
737,Kawi Lounge - Sheraton Surabaya Hotel & Towers,Tegalsari | Barat,4.20 /5,Di atas Rp. 200.000 /orang,"Jl. Embong Malang No. 25 - 31, Tegalsari, Surabaya",/restaurants/surabaya/kawi-lounge-sheraton-surabaya-hotel-dan-towers-tegalsari
738,Steak Moen - Moen,Wiyung | Barat,4.60 /5,Di bawah Rp. 50.000 /orang,"Jl. Puncak Indah Lontar No. 2, Wiyung, Surabaya",/restaurants/surabaya/steak-moen-moen-wiyung
739,Wok.Ku,Rungkut | Indonesia,4.60 /5,Di bawah Rp. 50.000 /orang,"Jl. Dr. Ir. H. Soekarno No. 553, Rungkut, Surabaya",/restaurants/surabaya/wok-ku-rungkut-2
740,Lawson,Mulyorejo,4.60 /5,Di bawah Rp. 50.000 /orang,"Jl. Raya Mulyosari No. 162, Mulyorejo, Surabaya",/restaurants/surabaya/lawson-mulyorejo
741,Cake Boss,Rungkut | Toko Roti dan Kue,4.60 /5,Di bawah Rp. 50.000 /orang,"Jl. Rungkut Madya No. 119, Rungkut, Surabaya",/restaurants/surabaya/cake-boss-rungkut
742,Nasi Padang Uda Wandi,Gubeng | Indonesia,4.60 /5,Di bawah Rp. 50.000 /orang,"Jl. Srikana Timur No. 6, Gubeng, Surabaya",/restaurants/surabaya/nasi-padang-uda-wandi-gubeng
743,Sate Sinar Jaya,Gubeng | Indonesia,4.60 /5,Di bawah Rp. 50.000 /orang,"Jl. Dharmawangsa III, Gubeng, Surabaya",/restaurants/surabaya/sate-sinar-jaya-gubeng
744,Offle,Wiyung | Waffle,4.10 /5,Di bawah Rp. 50.000 /orang,"Jl. Puncak Indah Lontar No. 2, Wiyung, Surabaya",/restaurants/surabaya/offle-wiyung
745,Pepper Lunch,Gayungan | Jepang,4.10 /5,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Jend. A. Yani No. 260, Gayungan, Surabaya",/restaurants/surabaya/pepper-lunch-gayungan
746,Kopi Titik Koma,Jambangan | Kafe,4.10 /5,Di bawah Rp. 50.000 /orang,"Jl. Ketintang Barat No. 13, Jambangan, Surabaya",/restaurants/surabaya/kopi-titik-koma-jambangan
747,Kedai Pojok Hokky,Sukomanunggal | Kafe,4.00 /5,Di bawah Rp. 50.000 /orang,"Jl. Raya Darmo Harapan No. 1 (Samping Hokky Darmo Harapan), Sukomanunggal, Surabaya",/restaurants/surabaya/kedai-pojok-hokky-sukomanunggal
748,Buro,Gubeng | Lounge,4.00 /5,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Sumatera No. 40, Gubeng, Surabaya",/restaurants/surabaya/buro-gubeng
749,D'Crepes,Mulyorejo | Crepes,4.10 /5,Di bawah Rp. 50.000 /orang,"Jl. Dharmahusada Indah Timur No. 35 - 37, Mulyorejo, Surabaya",/restaurants/surabaya/d-crepes-mulyorejo
750,Ampera Salero Minang,Tambaksari | Indonesia,4.10 /5,Di bawah Rp. 50.000 /orang,"Jl. Kalasan No. 11, Tambaksari, Surabaya",/restaurants/surabaya/ampera-salero-minang-tambaksari
751,Gaoji Chuan Shao,Dukuh Pakis | China,4.00 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Mayjend Yono Soewoyo, Dukuh Pakis, Surabaya",/restaurants/surabaya/gaoji-chuan-shao-dukuh-pakis
752,Re.Juve,Mulyorejo,4.00 /5,Di bawah Rp. 50.000 /orang,"Jl. Raya Laguna KJW Putih Tambak, Mulyorejo, Surabaya",/restaurants/surabaya/re-juve-mulyorejo
753,Kriuk Kriuk,Tenggilis Mejoyo | Snack,4.10 /5,Di bawah Rp. 50.000 /orang,"Jl. Tenggilis Mejoyo Blok AI No. 34, Tenggilis Mejoyo, Surabaya",/restaurants/surabaya/kriuk-kriuk-tenggilis-mejoyo
754,Es Kacang Ijo Zam Zam,Wonokromo | Indonesia,4.80 /5,Di bawah Rp. 50.000 /orang,"Jl. Bendul Merisi, Wonokromo, Surabaya",/restaurants/surabaya/es-kacang-ijo-zam-zam-wonokromo
755,Ming Garden,Dukuh Pakis | China,4.80 /5,Rp. 100.000 - Rp. 200.000 /orang,"Jl. HR Muhammad No. 19, Dukuh Pakis, Surabaya",/restaurants/surabaya/ming-garden-dukuh-pakis
756,Coto Daeng,Genteng | Indonesia,4.80 /5,Di bawah Rp. 50.000 /orang,"Jl. Genteng Kali No. 39, Genteng, Surabaya",/restaurants/surabaya/coto-daeng-genteng
757,Lekker BDG,Sukomanunggal | Indonesia,4.80 /5,Di bawah Rp. 50.000 /orang,"Jl. Raya Bukit Darmo, Sukomanunggal, Surabaya",/restaurants/surabaya/lekker-bdg-sukomanunggal
758,Warung SMES,Tenggilis Mejoyo | Indonesia,4.80 /5,Di bawah Rp. 50.000 /orang,"Jl. Raya Tenggilis Mejoyo Blok AJ No. 5, Tenggilis Mejoyo, Surabaya",/restaurants/surabaya/warung-smes-tenggilis-mejoyo
759,Miss Poe,Sambikerep | Vietnam,4.80 /5,Di bawah Rp. 50.000 /orang,"Jl. Niaga Gapura, Sambikerep, Surabaya",/restaurants/surabaya/miss-poe-sambikerep
760,Warung Sambelan Puedes,Sawahan | Indonesia,4.80 /5,Di bawah Rp. 50.000 /orang,"Jl. Sawahan Templek VIII No. 1, Sawahan, Surabaya",/restaurants/surabaya/warung-sambelan-puedes-sawahan
761,Honey Pok,Simokerto | Snack,4.80 /5,Di bawah Rp. 50.000 /orang,"Jl. Kapas Krampung No. 45, Simokerto, Surabaya",/restaurants/surabaya/honey-pok-simokerto
762,Pork House 1719,Mulyorejo | China,4.80 /5,Di bawah Rp. 50.000 /orang,"Jl. Raya Mulyosari No. 149, Mulyorejo, Surabaya",/restaurants/surabaya/pork-house-1719-mulyorejo
763,Big Wong,Wiyung | China,4.80 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Puncak Indah Lontar No. 2, Wiyung, Surabaya",/restaurants/surabaya/big-wong-wiyung
764,Daidokoro,Gunung Anyar | Jepang,4.80 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Wiguna Timur XI No. 24, Gunung Anyar, Surabaya",/restaurants/surabaya/daidokoro-gunung-anyar
765,Kurshtop,Tegalsari | Toko Roti,4.80 /5,Di bawah Rp. 50.000 /orang,"Jl. Trunojoyo No. 76, Tegalsari, Surabaya",/restaurants/surabaya/kurshtop-tegalsari
766,Kaizen BBQ Grill & Shabu - Shabu,Rungkut | Jepang,4.80 /5,Di atas Rp. 200.000 /orang,"Jl. Dr. Ir. H. Soekarno No. 213, Rungkut, Surabaya",/restaurants/surabaya/kaizen-bbq-grill-dan-shabu-shabu-rungkut
767,Sate Klopo Cak Iman,Ngagel | Indonesia,4.80 /5,Di bawah Rp. 50.000 /orang,"Jl. Raya Ngagel Jaya No. 64, Ngagel, Surabaya",/restaurants/surabaya/sate-klopo-cak-iman-ngagel
768,d'Sruput,Tegalsari | Minuman,4.80 /5,Di bawah Rp. 50.000 /orang,"Jl. Kampung Malang Tengah I No. 20, Tegalsari, Surabaya",/restaurants/surabaya/d-sruput-tegalsari
769,Pankeki,Bubutan | Dessert,4.80 /5,Di bawah Rp. 50.000 /orang,"Jl. Kranggan No. 8A, Bubutan, Surabaya",/restaurants/surabaya/pankeki-bubutan
770,Tong's Cafe,Gubeng | Kafe,4.80 /5,Di bawah Rp. 50.000 /orang,"Jl. Gubeng Kertajaya XI No. 6, Gubeng, Surabaya",/restaurants/surabaya/tong-s-cafe-gubeng
771,Truffle Belly,Tenggilis Mejoyo,4.80 /5,Di bawah Rp. 50.000 /orang,"Jl. Raya Tenggilis No. 127, Tenggilis Mejoyo, Surabaya",/restaurants/surabaya/truffle-belly-tenggilis-mejoyo
772,Ame Coffee,Wonokromo | Kafe,4.80 /5,Di bawah Rp. 50.000 /orang,"Jl. Taman Bungkul No. 19, Wonokromo, Surabaya",/restaurants/surabaya/ame-coffee-wonokromo
773,Livana,Tegalsari | Toko Kue,4.10 /5,Di bawah Rp. 50.000 /orang,"Jl. R.A Kartini No. 127, Tegalsari, Surabaya",/restaurants/surabaya/livana-tegalsari
774,Subway,Rungkut | Barat,4.10 /5,Di bawah Rp. 50.000 /orang,"Jl. Dr. Ir. H. Soekarno, Rungkut, Surabaya",/restaurants/surabaya/subway-rungkut
775,Lima Waktu Kopi,Rungkut | Kafe,4.10 /5,Di bawah Rp. 50.000 /orang,"Jl. Dr. Ir. H. Soekarno No. 48, Rungkut, Surabaya",/restaurants/surabaya/lima-waktu-kopi-rungkut
776,Foresthree,Mulyorejo | Kafe,4.10 /5,Di bawah Rp. 50.000 /orang,"Jl. Dharmahusada Indah I Blok C1 No. 37, Mulyorejo, Surabaya",/restaurants/surabaya/foresthree-mulyorejo
777,Pizza Hut,Manyar,4.10 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Manyar Kertoarjo No. 21, Manyar, Surabaya",/restaurants/surabaya/pizza-hut-manyar
778,Kikil Sapi Ria Cak Ratno,Genteng | Indonesia,4.10 /5,Di bawah Rp. 50.000 /orang,"Jl. Embong Blimbing, Genteng, Surabaya",/restaurants/surabaya/kikil-sapi-ria-cak-ratno-genteng
779,Es Teller Baso Daging Sapi Remaja,Dukuh Pakis | Indonesia,4.80 /5,Di bawah Rp. 50.000 /orang,"Jl. Mayjend Sungkono No. 39A, Dukuh Pakis, Surabaya",/restaurants/surabaya/es-teller-baso-daging-sapi-remaja-dukuh-pakis
780,Mayo Restaurant - The Alimar Premier Hotel,"Mulyorejo | Barat,Indonesia",4.80 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Dr. Ir. H. Soekarno No. 134, Mulyorejo, Surabaya",/restaurants/surabaya/mayo-restaurant-the-alimar-premier-hotel-mulyorejo
781,Manna Kopi,Wonokromo | Minuman,4.80 /5,Di bawah Rp. 50.000 /orang,"Jl. Diponegoro No. 127 I, Wonokromo, Surabaya",/restaurants/surabaya/manna-kopi-wonokromo
782,Ramen Level Up,Tenggilis Mejoyo | Jepang,4.80 /5,Di bawah Rp. 50.000 /orang,"Jl. Tenggilis Mejoyo Blok G No. 6, Tenggilis Mejoyo, Surabaya",/restaurants/surabaya/ramen-level-up-tenggilis-mejoyo
783,UV Cold Brew,Lakarsantri | Kafe,4.80 /5,Di bawah Rp. 50.000 /orang,"Jl. Telaga Utama No. 9, Lakarsantri, Surabaya",/restaurants/surabaya/uv-cold-brew-lakarsantri
784,Urban Wagyu,Dukuh Pakis | Barat,4.80 /5,Di atas Rp. 200.000 /orang,"Jl. Mayjen Yono Soewoyo No. 17, Dukuh Pakis, Surabaya",/restaurants/surabaya/urban-wagyu-dukuh-pakis
785,Peck'o,Sambikerep | Snack,4.80 /5,Di bawah Rp. 50.000 /orang,"Jl. Puri Widya Kencana (Depan Alfamidi), Sambikerep, Surabaya",/restaurants/surabaya/peck-o-sambikerep
786,Confera Social Eatery,Lakarsantri | Indonesia,4.80 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Puri Widya Kencana Blok LL No. 3, Lakarsantri, Surabaya",/restaurants/surabaya/confera-social-eatery-lakarsantri
787,Aice Ice Cream,Rungkut | Es Krim,4.00 /5,Di bawah Rp. 50.000 /orang,"Jl. Rungkut Madya No. 241 (Depan UPN), Rungkut, Surabaya",/restaurants/surabaya/aice-ice-cream-rungkut
788,Pentol Gilaaa,Gubeng | Indonesia,4.00 /5,Di bawah Rp. 50.000 /orang,"Jl. Gubeng Airlangga II No. 9, Gubeng, Surabaya",/restaurants/surabaya/pentol-gilaaa-gubeng-2
789,Nai Mong,Wiyung | Thailand,4.20 /5,Di bawah Rp. 50.000 /orang,"Jl. Puncak Indah Lontar No. 2, Wiyung, Surabaya",/restaurants/surabaya/nai-mong-wiyung
