,Restaurant Name,Category,Rating,Price Range,Address,Restaurant Detail Link,District
780,Mayo Restaurant - The Alimar Premier Hotel," Barat,Indonesia",4.8,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Dr. Ir. H. Soekarno No. 134, Mulyorejo, Surabaya",https://pergikuliner.com/restaurants/surabaya/mayo-restaurant-the-alimar-premier-hotel-mulyorejo,Mulyorejo
781,Manna Kopi, Minuman,4.8,Di bawah Rp. 50.000 /orang,"Jl. Diponegoro No. 127 I, Wonokromo, Surabaya",https://pergikuliner.com/restaurants/surabaya/manna-kopi-wonokromo,Wonokromo
782,Ramen Level Up, Jepang,4.8,Di bawah Rp. 50.000 /orang,"Jl. Tenggilis Mejoyo Blok G No. 6, Tenggilis Mejoyo, Surabaya",https://pergikuliner.com/restaurants/surabaya/ramen-level-up-tenggilis-mejoyo,Tenggilis Mejoyo
783,UV Cold Brew, Kafe,4.8,Di bawah Rp. 50.000 /orang,"Jl. Telaga Utama No. 9, Lakarsantri, Surabaya",https://pergikuliner.com/restaurants/surabaya/uv-cold-brew-lakarsantri,Lakarsantri
784,Urban Wagyu, Barat,4.8,Di atas Rp. 200.000 /orang,"Jl. Mayjen Yono Soewoyo No. 17, Dukuh Pakis, Surabaya",https://pergikuliner.com/restaurants/surabaya/urban-wagyu-dukuh-pakis,Dukuh Pakis
785,Peck'o, Snack,4.8,Di bawah Rp. 50.000 /orang,"Jl. Puri Widya Kencana (Depan Alfamidi), Sambikerep, Surabaya",https://pergikuliner.com/restaurants/surabaya/peck-o-sambikerep,Sambikerep
786,Confera Social Eatery, Indonesia,4.8,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Puri Widya Kencana Blok LL No. 3, Lakarsantri, Surabaya",https://pergikuliner.com/restaurants/surabaya/confera-social-eatery-lakarsantri,Lakarsantri
787,Aice Ice Cream, Es Krim,4.0,Di bawah Rp. 50.000 /orang,"Jl. Rungkut Madya No. 241 (Depan UPN), Rungkut, Surabaya",https://pergikuliner.com/restaurants/surabaya/aice-ice-cream-rungkut,Rungkut
788,Pentol Gilaaa, Indonesia,4.0,Di bawah Rp. 50.000 /orang,"Jl. Gubeng Airlangga II No. 9, Gubeng, Surabaya",https://pergikuliner.com/restaurants/surabaya/pentol-gilaaa-gubeng-2,Gubeng
789,Nai Mong, Thailand,4.2,Di bawah Rp. 50.000 /orang,"Jl. Puncak Indah Lontar No. 2, Wiyung, Surabaya",https://pergikuliner.com/restaurants/surabaya/nai-mong-wiyung,Wiyung
790,Gore Gore, Indonesia,4.0,Di bawah Rp. 50.000 /orang,"Jl. Raya Laguna KJW Putih Tambak, Mulyorejo, Surabaya",https://pergikuliner.com/restaurants/surabaya/gore-gore-mulyorejo,Mulyorejo
791,Sopeso By JX, Indonesia,4.0,Di bawah Rp. 50.000 /orang,"Jl. Jend. A. Yani No. 99, Wonocolo, Surabaya",https://pergikuliner.com/restaurants/surabaya/sopeso-by-jx-wonocolo,Wonocolo
792,Sat & Sun, Barat,4.0,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Bawean No. 37, Ngagel, Surabaya",https://pergikuliner.com/restaurants/surabaya/sat-dan-sun-ngagel,Ngagel
793,Tip Top Spesial Nasi Timbel, Indonesia,4.0,Di bawah Rp. 50.000 /orang,"Jl. Gembong No. 20 - 30, Simokerto, Surabaya",https://pergikuliner.com/restaurants/surabaya/tip-top-spesial-nasi-timbel-simokerto,Simokerto
794,Klepon Porong Raja Rasa Bu Nanik, Indonesia,4.0,Di bawah Rp. 50.000 /orang,"Jl. Taman Apsari, Genteng, Surabaya",https://pergikuliner.com/restaurants/surabaya/klepon-porong-raja-rasa-bu-nanik-genteng,Genteng
795,Pawon Alit, Indonesia,4.0,Di bawah Rp. 50.000 /orang,"Jl. Kedungsari No. 8B, Tegalsari, Surabaya",https://pergikuliner.com/restaurants/surabaya/pawon-alit-tegalsari,Tegalsari
796,Terang Bulan Volcano, Indonesia,4.0,Di bawah Rp. 50.000 /orang,"Jl. Niaga Gapura, Sambikerep, Surabaya",https://pergikuliner.com/restaurants/surabaya/terang-bulan-volcano-sambikerep,Sambikerep
797,Tahu Campur Nginden, Indonesia,4.0,Di bawah Rp. 50.000 /orang,"Jl. Raya Nginden, Gubeng, Surabaya",https://pergikuliner.com/restaurants/surabaya/tahu-campur-nginden-gubeng,Gubeng
798,Shaburi & Kintan Buffet, Jepang,4.6,Di atas Rp. 200.000 /orang,"Jl. Basuki Rahmat No. 8 - 12, Tegalsari, Surabaya",https://pergikuliner.com/restaurants/surabaya/shaburi-dan-kintan-buffet-tegalsari,Tegalsari
799,Kopi Kenangan, Kafe,4.6,Di bawah Rp. 50.000 /orang,"Jl. Raya Kertajaya Indah, Kertajaya, Surabaya",https://pergikuliner.com/restaurants/surabaya/kopi-kenangan-kertajaya,Kertajaya
800,Ho Ciak, China,4.6,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Villa Taman Telaga Blok TJ1 No. 43, Lakarsantri, Surabaya",https://pergikuliner.com/restaurants/surabaya/ho-ciak-lakarsantri,Lakarsantri
801,Newton Chinese & Seafood, China,4.6,Di bawah Rp. 50.000 /orang,"Jl. Rungkut Asri XII No. 18A, Rungkut, Surabaya",https://pergikuliner.com/restaurants/surabaya/newton-chinese-dan-seafood-rungkut,Rungkut
802,Uppercut Steakhouse - JW Marriott Hotel Surabaya, Barat,4.6,Di atas Rp. 200.000 /orang,"Jl. Embong Malang No. 85 - 89, Tegalsari, Surabaya",https://pergikuliner.com/restaurants/surabaya/uppercut-steakhouse-jw-marriott-hotel-surabaya-tegalsari,Tegalsari
803,Toby's Fried Chicken,Gubeng,4.1,Di bawah Rp. 50.000 /orang,"Jl. Kusuma Bangsa No. 22, Gubeng, Surabaya",https://pergikuliner.com/restaurants/surabaya/toby-s-fried-chicken-gubeng,
804,Depot Permai, Indonesia,4.1,Di bawah Rp. 50.000 /orang,"Jl. Raya Darmo Permai II No. 56 Kav. 11, Dukuh Pakis, Surabaya",https://pergikuliner.com/restaurants/surabaya/depot-permai-dukuh-pakis,Dukuh Pakis
805,Yattako, Jepang,4.1,Di bawah Rp. 50.000 /orang,"Jl. Dharmahusada Indah Timur No. 35 - 37, Mulyorejo, Surabaya",https://pergikuliner.com/restaurants/surabaya/yattako-mulyorejo,Mulyorejo
806,Sushi Toku, Jepang,4.0,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Mayjend Yono Soewoyo Kav. 6H - J, Dukuh Pakis, Surabaya",https://pergikuliner.com/restaurants/surabaya/sushi-toku-dukuh-pakis,Dukuh Pakis
807,Seafood Kalimantan, Indonesia,4.0,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Telaga Utama No. 25, Lakarsantri, Surabaya",https://pergikuliner.com/restaurants/surabaya/seafood-kalimantan-lakarsantri,Lakarsantri
808,Yakiniku Like, Jepang,4.1,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Jend. A. Yani No. 260, Gayungan, Surabaya",https://pergikuliner.com/restaurants/surabaya/yakiniku-like-gayungan,Gayungan
809,Moeng Kopi, Kafe,4.1,Di bawah Rp. 50.000 /orang,"Jl. Medokan Ayu Blok MA IIID No. 35, Rungkut, Surabaya",https://pergikuliner.com/restaurants/surabaya/moeng-kopi-rungkut-2,Rungkut
810,De Mandailing Cafe N Eatery, Kafe,4.1,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Dr. Ir. H. Soekarno No. 414, Rungkut, Surabaya",https://pergikuliner.com/restaurants/surabaya/de-mandailing-cafe-n-eatery-rungkut,Rungkut
811,Rasa Rakyat, Indonesia,4.1,Di bawah Rp. 50.000 /orang,"Jl. Siwalankerto, Wonocolo, Surabaya",https://pergikuliner.com/restaurants/surabaya/rasa-rakyat-wonocolo,Wonocolo
812,Mie Hakka, Indonesia,4.0,Di bawah Rp. 50.000 /orang,"Jl. Kalijudan Asri No. 4, Mulyorejo, Surabaya",https://pergikuliner.com/restaurants/surabaya/mie-hakka-mulyorejo-2,Mulyorejo
813,Hisana Fried Chicken,Sawahan,4.0,Di bawah Rp. 50.000 /orang,"Jl. Pacuan Kuda, Sawahan, Surabaya",https://pergikuliner.com/restaurants/surabaya/hisana-fried-chicken-sawahan-2,
814,Depot Juang 45, Indonesia,4.0,Di bawah Rp. 50.000 /orang,"Jl. Dr. Ir. H. Soekarno No. 479, Rungkut, Surabaya",https://pergikuliner.com/restaurants/surabaya/depot-juang-45-rungkut,Rungkut
815,Omah Sae, Indonesia,4.0,Di bawah Rp. 50.000 /orang,"Jl. Musi No. 39, Wonokromo, Surabaya",https://pergikuliner.com/restaurants/surabaya/omah-sae-wonokromo,Wonokromo
816,Allumbra Restaurant & Lounge, Barat,4.0,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Raya Ngagel No. 123, Ngagel, Surabaya",https://pergikuliner.com/restaurants/surabaya/allumbra-restaurant-dan-lounge-ngagel,Ngagel
817,Coto Makassar Ala Maya, Indonesia,4.0,Di bawah Rp. 50.000 /orang,"Jl. Mayjend Sungkono No. 71, Dukuh Pakis, Surabaya",https://pergikuliner.com/restaurants/surabaya/coto-makassar-ala-maya-dukuh-pakis,Dukuh Pakis
818,X.O Suki, China,4.0,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Puncak Indah Lontar No. 2, Wiyung, Surabaya",https://pergikuliner.com/restaurants/surabaya/x-o-suki-wiyung,Wiyung
819,Wakoel Rempah, Indonesia,4.0,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Dr. Ir. H. Soekarno, Sukolilo, Surabaya",https://pergikuliner.com/restaurants/surabaya/wakoel-rempah-sukolilo,Sukolilo
820,Holland Bakery, Toko Roti dan Kue,4.0,Di bawah Rp. 50.000 /orang,"Jl. Indrapura No. 53A, Krembangan, Surabaya",https://pergikuliner.com/restaurants/surabaya/holland-bakery-krembangan,Krembangan
821,Excelso, Kafe,4.0,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Raya Ngagel No. 123, Ngagel, Surabaya",https://pergikuliner.com/restaurants/surabaya/excelso-ngagel,Ngagel
822,Rakki Curry House, Jepang,4.0,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Mayjend Yono Soewoyo, Dukuh Pakis, Surabaya",https://pergikuliner.com/restaurants/surabaya/rakki-curry-house-dukuh-pakis,Dukuh Pakis
823,Shao Kao, China,4.0,Rp. 50.000 - Rp. 100.000 /orang,"Jl. HR Muhammad No. 149, Dukuh Pakis, Surabaya",https://pergikuliner.com/restaurants/surabaya/shao-kao-dukuh-pakis,Dukuh Pakis
824,Niku Japanese BBQ, Jepang,4.0,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Emerald Mansion Citraland, Lakarsantri, Surabaya",https://pergikuliner.com/restaurants/surabaya/niku-japanese-bbq-lakarsantri,Lakarsantri
825,DnA Coffee Chapter Airlangga, Kafe,4.0,Di bawah Rp. 50.000 /orang,"Jl. Gubeng Airlangga II No. 31, Gubeng, Surabaya",https://pergikuliner.com/restaurants/surabaya/dna-coffee-chapter-airlangga-gubeng,Gubeng
826,Isola Cafe, Kafe,4.1,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Mayjend Yono Soewoyo, Dukuh Pakis, Surabaya",https://pergikuliner.com/restaurants/surabaya/isola-cafe-dukuh-pakis,Dukuh Pakis
827,Cincau Station, Minuman,4.6,Di bawah Rp. 50.000 /orang,"Jl. Raya Tenggilis No. 108, Tenggilis Mejoyo, Surabaya",https://pergikuliner.com/restaurants/surabaya/cincau-station-tenggilis-mejoyo,Tenggilis Mejoyo
828,Kedai Bang Roy, Indonesia,4.6,Di bawah Rp. 50.000 /orang,"Jl. Embong Malang No. 78H, Tegalsari, Surabaya",https://pergikuliner.com/restaurants/surabaya/kedai-bang-roy-tegalsari,Tegalsari
829,Gulo Aren, Indonesia,4.6,Di bawah Rp. 50.000 /orang,"Jl. Raya Menganti, Wiyung, Surabaya",https://pergikuliner.com/restaurants/surabaya/gulo-aren-wiyung,Wiyung
830,Depot Es Teler, Dessert,4.6,Di bawah Rp. 50.000 /orang,"Jl. Indrapura No. 1, Krembangan, Surabaya",https://pergikuliner.com/restaurants/surabaya/depot-es-teler-krembangan,Krembangan
831,Pokok'e Kebab N Burger, Arab/Timur Tengah,4.6,Di bawah Rp. 50.000 /orang,"Jl. Manukan Tengah, Tandes, Surabaya",https://pergikuliner.com/restaurants/surabaya/pokok-e-kebab-n-burger-tandes,Tandes
832,Soto Ayam Pak Djayus, Indonesia,4.6,Di bawah Rp. 50.000 /orang,"Jl. Raya Manyar No. 84, Sukolilo, Surabaya",https://pergikuliner.com/restaurants/surabaya/soto-ayam-pak-djayus-sukolilo,Sukolilo
833,Ayam Goreng Djakarta, Indonesia,4.6,Di bawah Rp. 50.000 /orang,"Jl. Kapasari No. 7A, Genteng, Surabaya",https://pergikuliner.com/restaurants/surabaya/ayam-goreng-djakarta-genteng,Genteng
834,Ayam Gepuk Pak Mahmud, Indonesia,4.6,Di bawah Rp. 50.000 /orang,"Jl. Kalijudan, Mulyorejo, Surabaya",https://pergikuliner.com/restaurants/surabaya/ayam-gepuk-pak-mahmud-mulyorejo,Mulyorejo
835,Tio Ciu, China,4.6,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Tidar No. 7, Sawahan, Surabaya",https://pergikuliner.com/restaurants/surabaya/tio-ciu-sawahan,Sawahan
836,Depot Baliwerti, Indonesia,4.6,Di bawah Rp. 50.000 /orang,"Jl. Dharmahusada Indah Timur No. 35 - 37, Mulyorejo, Surabaya",https://pergikuliner.com/restaurants/surabaya/depot-baliwerti-mulyorejo,Mulyorejo
837,Angde, Indonesia,4.6,Di bawah Rp. 50.000 /orang,"Jl. Mayjend Yono Soewoyo, Dukuh Pakis, Surabaya",https://pergikuliner.com/restaurants/surabaya/angde-dukuh-pakis,Dukuh Pakis
838,O'tella, Minuman,4.6,Di bawah Rp. 50.000 /orang,"Jl. Jend. A. Yani No. 16 - 18, Wonokromo, Surabaya",https://pergikuliner.com/restaurants/surabaya/o-tella-wonokromo,Wonokromo
839,Feel Matcha, Kafe,4.6,Di bawah Rp. 50.000 /orang,"Jl. Basuki Rahmat No. 8 - 12, Tegalsari, Surabaya",https://pergikuliner.com/restaurants/surabaya/feel-matcha-tegalsari,Tegalsari
840,Kerupuk Babi Liong, China,4.6,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Puncak Indah Lontar No. 2, Wiyung, Surabaya",https://pergikuliner.com/restaurants/surabaya/kerupuk-babi-liong-wiyung,Wiyung
841,Mixue," Es Krim,Minuman",4.6,Di bawah Rp. 50.000 /orang,"Jl. Jend. A. Yani No. 16 - 18, Wonokromo, Surabaya",https://pergikuliner.com/restaurants/surabaya/mixue-wonokromo,Wonokromo
842,Bakso Hompimpa, Indonesia,4.6,Di bawah Rp. 50.000 /orang,"Jl. Villa Bukit Mas No. 8D, Dukuh Pakis, Surabaya",https://pergikuliner.com/restaurants/surabaya/bakso-hompimpa-dukuh-pakis-2,Dukuh Pakis
843,Warung Cak Wi, Indonesia,4.6,Di bawah Rp. 50.000 /orang,"Jl. Bentul I, Wonokromo, Surabaya",https://pergikuliner.com/restaurants/surabaya/warung-cak-wi-wonokromo,Wonokromo
844,Sarwo Penyet, Indonesia,4.6,Di bawah Rp. 50.000 /orang,"Jl. Ngagel Jaya Selatan, Ngagel, Surabaya",https://pergikuliner.com/restaurants/surabaya/sarwo-penyet-ngagel,Ngagel
845,Pangsit Mie Ayam Jakarta Pak No, Indonesia,4.6,Di bawah Rp. 50.000 /orang,"Jl. Pucang Jajar No. 21, Pucang Sewu, Surabaya",https://pergikuliner.com/restaurants/surabaya/pangsit-mie-ayam-jakarta-pak-no-pucang-sewu,Pucang Sewu
846,Ketoprak Sedap Malam, Indonesia,4.6,Di bawah Rp. 50.000 /orang,"Jl. Raya Wisma Lidah Kulon (Depan Alfamart), Lakarsantri, Surabaya",https://pergikuliner.com/restaurants/surabaya/ketoprak-sedap-malam-lakarsantri,Lakarsantri
847,Pangsit Mie Babat Kembang Jepun, Indonesia,4.6,Di bawah Rp. 50.000 /orang,"Jl. Raya Dukuh Kupang No. 106, Dukuh Pakis, Surabaya",https://pergikuliner.com/restaurants/surabaya/pangsit-mie-babat-kembang-jepun-dukuh-pakis,Dukuh Pakis
848,Ketan Perjuangan, Indonesia,4.6,Di bawah Rp. 50.000 /orang,"Jl. Ketintang No. 42, Gayungan, Surabaya",https://pergikuliner.com/restaurants/surabaya/ketan-perjuangan-gayungan,Gayungan
849,Pojok Kanwa, Indonesia,4.6,Di bawah Rp. 50.000 /orang,"Jl. Kanwa No. 8, Sawahan, Surabaya",https://pergikuliner.com/restaurants/surabaya/pojok-kanwa-sawahan,Sawahan
850,K'Zie, Jepang,4.6,Di bawah Rp. 50.000 /orang,"Jl. Ronggowarsito (Dekat Pintu Masuk Giant Diponegoro), Wonokromo, Surabaya",https://pergikuliner.com/restaurants/surabaya/k-zie-wonokromo,Wonokromo
851,Andzero, Kafe,4.6,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Nginden Intan No. 39, Sukolilo, Surabaya",https://pergikuliner.com/restaurants/surabaya/andzero-sukolilo,Sukolilo
852,Mr. Potatoes, Snack,4.6,Di bawah Rp. 50.000 /orang,"Jl. Puncak Indah Lontar No. 2, Wiyung, Surabaya",https://pergikuliner.com/restaurants/surabaya/mr-potatoes-wiyung,Wiyung
853,Ayam Bakar Primarasa, Indonesia,4.6,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Dr. Soetomo No. 76, Tegalsari, Surabaya",https://pergikuliner.com/restaurants/surabaya/ayam-bakar-primarasa-tegalsari,Tegalsari
854,Steak 21, Barat,4.1,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Dharmahusada Indah Timur No. 35 - 37, Mulyorejo, Surabaya",https://pergikuliner.com/restaurants/surabaya/steak-21-mulyorejo,Mulyorejo
855,Bubur Ayam Jakarta 46, Indonesia,4.6,Di bawah Rp. 50.000 /orang,"Jl. Lontar No. 210, Sambikerep, Surabaya",https://pergikuliner.com/restaurants/surabaya/bubur-ayam-jakarta-46-sambikerep,Sambikerep
856,The Lobby Lounge - Hotel Majapahit, Barat,4.6,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Tunjungan No. 65, Genteng, Surabaya",https://pergikuliner.com/restaurants/surabaya/the-lobby-lounge-hotel-majapahit-genteng,Genteng
857,History of Jum, Kafe,4.6,Di bawah Rp. 50.000 /orang,"Jl. Raya Bringin No. 31, Benowo, Surabaya",https://pergikuliner.com/restaurants/surabaya/history-of-jum-benowo,Benowo
858,Breeze Bean, Kafe,4.6,Di bawah Rp. 50.000 /orang,"Jl. Taman Puspa Raya, Sambikerep, Surabaya",https://pergikuliner.com/restaurants/surabaya/breeze-bean-sambikerep,Sambikerep
859,Jus Kode, Minuman,4.6,Di bawah Rp. 50.000 /orang,"Jl. Niaga Gapura, Sambikerep, Surabaya",https://pergikuliner.com/restaurants/surabaya/jus-kode-sambikerep,Sambikerep
860,Amanda Brownies Kukus, Toko Kue,4.6,Di bawah Rp. 50.000 /orang,"Jl. Blauran No. 58 - 60, Sawahan, Surabaya",https://pergikuliner.com/restaurants/surabaya/amanda-brownies-kukus-sawahan,Sawahan
861,Nasi Bebek Goreng Cabang Purnama, Indonesia,4.0,Di bawah Rp. 50.000 /orang,"Jl. Bratang Jaya No. 20 (Dekat Indomaret), Gubeng, Surabaya",https://pergikuliner.com/restaurants/surabaya/nasi-bebek-goreng-cabang-purnama-gubeng,Gubeng
862,Gado - Gado Cak Arie, Indonesia,4.0,Di bawah Rp. 50.000 /orang,"Jl. Raya Sukosemolo No. 154, Sukolilo, Surabaya",https://pergikuliner.com/restaurants/surabaya/gado-gado-cak-arie-sukolilo,Sukolilo
863,Gado - Gado Jumbo Pak Tikno, Indonesia,4.0,Di bawah Rp. 50.000 /orang,"Jl. Ngagel Jaya Tengah No. 127, Ngagel, Surabaya",https://pergikuliner.com/restaurants/surabaya/gado-gado-jumbo-pak-tikno-ngagel-1,Ngagel
864,Xiang Jia Kopitiam, China,4.0,Di bawah Rp. 50.000 /orang,"Jl. Niaga Gapura, Sambikerep, Surabaya",https://pergikuliner.com/restaurants/surabaya/xiang-jia-kopitiam-sambikerep,Sambikerep
